sourceId,sourceType,destinationId,destinationType,action,timestamp,processName
10.1.80.1:56809,socket,unknown,process,GET,1727688746388424,
unknwon,process,10.1.80.1:56809,socket,RESPONSE,1727688746388789,
10.1.80.1:56808,socket,unknown,process,GET,1727688746388878,
unknwon,process,10.1.80.1:56808,socket,RESPONSE,1727688746388951,
10.1.80.1:39579,socket,unknown,process,GET,1727688746561596,
