sourceId,sourceType,destinationId,destinationType,action,timestamp,processName
10.1.80.247:59780,socket,unknown,process,POST,1727687757991844,d33d10c2
unknwon,process,gateway:8080,socket,POST,1727687758332620,d33d10c2
unknwon,process,10.1.80.247:8080,socket,POST,1727687758332677,d33d10c2
10.1.80.247:33288,socket,unknown,process,POST,1727687758337990,d33d10c2
unknwon,process,10.1.80.247:33288,socket,RESPONSE,1727687758451782,d33d10c2
10.1.80.247:8080,socket,unknown,process,RESPONSE,1727687758452511,d33d10c2
gateway:8080,socket,unknown,process,RESPONSE,1727687758452614,d33d10c2
unknwon,process,10.1.80.247:59780,socket,RESPONSE,1727687758459139,d33d10c2
