sourceId,sourceType,destinationId,destinationType,action,timestamp,processName
10.1.80.247:59476,socket,unknown,process,POST,1727687757775891,9fb6caf6
unknwon,process,gateway:8080,socket,POST,1727687758033942,9fb6caf6
unknwon,process,10.1.80.247:8080,socket,POST,1727687758034004,9fb6caf6
10.1.80.247:33162,socket,unknown,process,POST,1727687758046245,9fb6caf6
unknwon,process,10.1.80.247:33162,socket,RESPONSE,1727687758249800,9fb6caf6
10.1.80.247:8080,socket,unknown,process,RESPONSE,1727687758250537,9fb6caf6
gateway:8080,socket,unknown,process,RESPONSE,1727687758250662,9fb6caf6
unknwon,process,10.1.80.247:59476,socket,RESPONSE,1727687758345037,9fb6caf6
