sourceId,sourceType,destinationId,destinationType,action,timestamp,processName
10.1.80.247:42480,socket,unknown,process,POST,1727686769214527,796415a4
unknwon,process,gateway:8080,socket,POST,1727686769238394,796415a4
unknwon,process,10.1.80.247:8080,socket,POST,1727686769238503,796415a4
10.1.80.247:44010,socket,unknown,process,POST,1727686769239826,796415a4
unknwon,process,10.1.80.247:44010,socket,RESPONSE,1727686769246116,796415a4
10.1.80.247:8080,socket,unknown,process,RESPONSE,1727686769247019,796415a4
gateway:8080,socket,unknown,process,RESPONSE,1727686769247121,796415a4
unknwon,process,10.1.80.247:42480,socket,RESPONSE,1727686769248743,796415a4
